segment_id,timestep,date,material,weather,age_factor,dirt_level,wear_level,reflectivity_score,spectral_mean,mean_brightness,std_brightness,michelson_contrast,edge_density,laplacian_var,bright_ratio,r_mean,g_mean,b_mean,rg_ratio,spectral_std
SEG_006,7,2025-11-02,concrete,clear,0.0134,0.0176,0.0261,0.7539,0.755,0.593427536383538,0.06544309038031564,0.6201554724015704,0.04665179942177011,0.526218753657572,0.5407084302178692,0.3544110958058684,0.2785557442132961,0.3284783866693658,1.2723120267893755,0.06932901101082982
SEG_006,8,2025-11-03,concrete,clear,0.0153,0.0202,0.0298,0.7501,0.752,0.6760127359384264,0.07017698383801708,0.6117147557326084,0.057354729977792084,0.5574700522961915,0.5195009180503074,0.2773559037112425,0.27809404076839783,0.28898505597265006,0.9973421422578662,0.08269134918040616
SEG_006,9,2025-11-04,concrete,clear,0.0173,0.0227,0.0335,0.7485,0.749,0.6893875138615874,0.0818318306800197,0.5579719905221183,0.08176442259415406,0.5126304906076116,0.4523767223016889,0.29649198496737994,0.2819938168628205,0.23942229217990166,1.0514093424334525,0.0682388272761776
SEG_006,10,2025-11-05,concrete,heavy_rain,0.0192,0.0252,0.0373,0.6877,0.7036,0.551845276095351,0.08730954144487467,0.46348867061614807,0.0938976521033641,0.4572177421379836,0.41603825319064275,0.3365981473450833,0.31655079256439267,0.2551616672301533,1.0633272508687905,0.08077008158568037
SEG_006,11,2025-11-06,concrete,haze,0.0211,0.0277,0.041,0.6537,0.6576,0.4995911082784275,0.09296532670713985,0.40292577160062065,0.11926744464118882,0.41980972591984983,0.5076119382960032,0.2419142889703718,0.2855383798106718,0.2314850897919701,0.847218653801007,0.08092154366178003
SEG_006,12,2025-11-07,concrete,clear,0.023,0.0303,0.0447,0.7392,0.7399,0.6695375306966241,0.07404427869942191,0.5246061392949287,0.06259547260512313,0.4672495305622973,0.5021685564903027,0.27993605674806543,0.2607868522298927,0.3223697990792897,1.073424449622343,0.07597352669407176
SEG_006,13,2025-11-08,concrete,clear,0.0249,0.0328,0.0484,0.7378,0.7389,0.5452370554776815,0.08942140815091902,0.5336745020564393,0.04497125677237049,0.37393000584378,0.5572742110057302,0.2686734947583796,0.32053380143816906,0.23516404207996605,0.8382038192199437,0.07750356424570366
SEG_006,14,2025-11-09,concrete,clear,0.0268,0.0353,0.0522,0.7342,0.735,0.5750051336241353,0.08013161458739029,0.5897492638623111,0.06662083743739944,0.34237947105272937,0.4431081433718119,0.2872162199796367,0.3131365649560217,0.27459627595765823,0.9172205832921212,0.07022719259012675
SEG_006,15,2025-11-10,concrete,clear,0.0288,0.0378,0.0559,0.7339,0.7359,0.6625128460020094,0.06559765470197414,0.557003939691077,0.03986241200553636,0.4281320032902537,0.5769097558450847,0.24786412899743238,0.24572915692530978,0.2816282607625363,1.0086842091293304,0.06313133147740149
SEG_006,16,2025-11-11,concrete,rain,0.0307,0.0403,0.0596,0.7022,0.7145,0.5946558980791045,0.08728949779815143,0.593478475270014,0.0980102131729006,0.40753652453013745,0.5289812648641816,0.2843993470274981,0.2836704521960499,0.21954668024843754,1.0025659784437706,0.07431089086327257
SEG_006,17,2025-11-12,concrete,haze,0.0326,0.0429,0.0634,0.6426,0.6468,0.5356525060562924,0.09836225998328492,0.5426372068839651,0.0703498553822186,0.5043134992043661,0.474776398895064,0.28399173363893265,0.29589575741217056,0.2555980807979546,0.9597662918737068,0.06988625230186002
SEG_006,18,2025-11-13,concrete,heavy_rain,0.0345,0.0454,0.0671,0.6683,0.6844,0.5821676642597751,0.09124160311216886,0.5228741996692432,0.0964337456187283,0.3503548204507596,0.44483839360212896,0.21946448175172056,0.28699430747074905,0.2647433138328655,0.7646971084155747,0.07687220681600954
SEG_006,19,2025-11-14,concrete,clear,0.0364,0.0479,0.0708,0.722,0.724,0.6075890230581835,0.08466220979215729,0.5802744804819483,0.08963439917813548,0.5513393442612521,0.5194767632826749,0.23661917215151823,0.34750973536362395,0.3242256886045604,0.6808974459563893,0.07080510732746677
SEG_006,20,2025-11-15,concrete,clear,0.0383,0.0504,0.0745,0.7188,0.7204,0.5590325311134764,0.08601571951480061,0.5992599907806131,0.05381236002896476,0.37885886130538726,0.5677451367892961,0.2747058646424781,0.28634370641731366,0.21166937502808375,0.959353738644383,0.07270256042445865
SEG_006,21,2025-11-16,concrete,rain,0.0403,0.0529,0.0783,0.69,0.7033,0.6375430138402474,0.07666270871883464,0.49289464303303493,0.05653269559352522,0.41501472744445267,0.5009115715605174,0.28340629011124485,0.2887011163706984,0.2794971696182707,0.9816564342304523,0.06969720665219474
SEG_006,22,2025-11-17,concrete,rain,0.0422,0.0555,0.082,0.6871,0.7004,0.6370355621154726,0.10286553024425928,0.6663084797976144,0.040041659189715625,0.33080281479169144,0.46839808097173263,0.25420909387556456,0.31507837228421826,0.26426385756596077,0.8068097001483631,0.07534460073913471
SEG_006,23,2025-11-18,concrete,haze,0.0441,0.058,0.0857,0.6278,0.634,0.5418433025511185,0.09139906416255643,0.5009727965603693,0.09404573824636761,0.4539822754943498,0.45858716829288915,0.22501945099510104,0.2320374163725398,0.21996861800792133,0.9697508477813013,0.07926335430216876
SEG_006,24,2025-11-19,concrete,rain,0.046,0.0605,0.0894,0.6801,0.6932,0.5798903606172805,0.1030564517047592,0.5214615497476683,0.08483291436146674,0.39492649076371356,0.5024972196743033,0.2609587361517165,0.2802063483176291,0.263292511660775,0.9313058266263121,0.07955569276951377
SEG_006,25,2025-11-20,concrete,clear,0.0479,0.063,0.0932,0.7067,0.7094,0.6942799922408023,0.07965471132485027,0.5563706300095235,0.07518524712514771,0.3554353231750279,0.49334912644362133,0.25178321201372506,0.2931815256884247,0.2620361785642431,0.8587933793888654,0.06400107116329762
SEG_006,26,2025-11-21,concrete,clear,0.0498,0.0655,0.0969,0.7062,0.7076,0.5892126861993666,0.09492275372840199,0.5220677233914346,0.07694437479580152,0.5109618617158246,0.4726305772740937,0.2945547523131019,0.23131039803235742,0.22807435206229784,1.2734121829651368,0.09078629048915145
SEG_006,27,2025-11-22,concrete,clear,0.0518,0.0681,0.1006,0.7033,0.7066,0.5874219207266385,0.08800579648727463,0.5145307616171315,0.06829384129036786,0.3269601762317492,0.3909956972710348,0.2669950003823581,0.2483095779450504,0.3277461860297993,1.0752461799732207,0.07402752905061788
SEG_006,28,2025-11-23,concrete,clear,0.0537,0.0706,0.1043,0.6999,0.7034,0.6094942499696202,0.08701514433634555,0.49869829332742044,0.03814225684047641,0.4566408015978001,0.5755908088461026,0.25553388119531323,0.35607882980288763,0.2627879486943744,0.7176308788306464,0.09087019449358405
SEG_006,29,2025-11-24,concrete,clear,0.0556,0.0731,0.1081,0.6994,0.702,0.6533428782456935,0.07668408543115614,0.5381356407653615,0.062020888847498915,0.3710403611503834,0.4137746028499842,0.3244421538790155,0.2644897317199708,0.2705080693855914,1.2266673836515307,0.08452740973546154
SEG_006,30,2025-11-25,concrete,clear,0.0575,0.0756,0.1118,0.6973,0.7005,0.6564158301766994,0.0983821855641716,0.478600650199839,0.048179099745940715,0.44277385133244535,0.47621670260051485,0.29946445849199166,0.2972541047458268,0.25816351123431286,1.0074325174265855,0.07272298450647338
SEG_006,31,2025-11-26,concrete,haze,0.0594,0.0782,0.1155,0.6066,0.6132,0.5052670947329292,0.10139772010758476,0.41012679955357917,0.09244885117213024,0.40609278506748664,0.4688208776224353,0.22259207508101225,0.2494111678583627,0.19443712560611676,0.8924667829655322,0.076864857560531
SEG_006,32,2025-11-27,concrete,clear,0.0613,0.0807,0.1192,0.6926,0.6954,0.6010432498383738,0.08598549930024423,0.5096066678923054,0.06502672336173806,0.4153750220130484,0.5359984588179613,0.29250934434282655,0.2631808694233223,0.26899481186214413,1.1114342526092922,0.08170256388656702
SEG_006,33,2025-11-28,concrete,clear,0.0633,0.0832,0.123,0.6869,0.6898,0.5287416613174369,0.09964574986768002,0.5197348808879014,0.058281177011732535,0.47018444967490125,0.42201751531946113,0.2722512820807777,0.2948098693068773,0.22412678437789194,0.9234777629497214,0.06713065333779669
SEG_006,34,2025-11-29,concrete,heavy_rain,0.0652,0.0857,0.1267,0.6282,0.6479,0.5214909556833515,0.09550180197393518,0.4267848214689842,0.07204407383840249,0.36968940403364786,0.4197514242896591,0.24649251731190733,0.2595178114352577,0.2628249577421107,0.9498059734039741,0.07625187241807749
SEG_006,35,2025-11-30,concrete,clear,0.0671,0.0882,0.1304,0.6812,0.6848,0.5454083841808277,0.11035405589290623,0.41749089077716955,0.06323146002209411,0.3893834475943742,0.43147840164011536,0.24462718278856516,0.32288984464284465,0.2718904038924242,0.757615729424449,0.07439677900125348
SEG_006,36,2025-12-01,concrete,clear,0.069,0.0908,0.1342,0.6812,0.6842,0.5387467299080406,0.09842277119951386,0.5070950925396094,0.0535569090597683,0.3484164576647039,0.49759539310461404,0.32152132206961054,0.24076537317044344,0.2857112044526984,1.3354079219443116,0.08849498250739588
SEG_006,37,2025-12-02,concrete,rain,0.0709,0.0933,0.1379,0.6491,0.6634,0.6189980686506931,0.08880090924192931,0.44779515722270874,0.09676405314743325,0.29732493163294854,0.5162174600717445,0.24344107688270114,0.3178096750549452,0.20938816205688152,0.7659940209390811,0.07889501985180296
SEG_006,38,2025-12-03,concrete,clear,0.0728,0.0958,0.1416,0.6729,0.6783,0.5402735335277542,0.10283581887871006,0.5286872131687904,0.10495308873292598,0.29492549365039755,0.4983592107109165,0.2996800177358316,0.2854510831020692,0.31117291137173464,1.0498435130658161,0.08968679276874088
SEG_006,39,2025-12-04,concrete,clear,0.0748,0.0983,0.1453,0.6713,0.6772,0.5493407636795419,0.09005256384527857,0.5050768251733562,0.07162988769117822,0.4297872878531487,0.4291838899089193,0.27638911220564566,0.30386588288530203,0.2023176784864026,0.9095729997992965,0.09287986442838142
SEG_006,40,2025-12-05,concrete,clear,0.0767,0.1008,0.1491,0.6718,0.6767,0.5856639515166743,0.10944291440375176,0.4685146397243689,0.09033821016639691,0.37691904061994963,0.3971381065634904,0.25559873367409774,0.30208580671388235,0.25371749766615853,0.8461102173064606,0.07081630638573702
SEG_006,41,2025-12-06,concrete,clear,0.0786,0.1034,0.1528,0.6664,0.6715,0.6183530106789433,0.0908485836317713,0.47664225123471005,0.10301362722877211,0.4341584878640651,0.4687626416571589,0.30547647249516363,0.34628783091832765,0.24117454284460946,0.8821435900345581,0.05268700552402905
SEG_006,42,2025-12-07,concrete,heavy_rain,0.0805,0.1059,0.1565,0.6065,0.6266,0.5347696050555534,0.09642790634328224,0.3961978126977516,0.13407010248987666,0.4501638014628289,0.4352951590662371,0.271847582406785,0.27972298969954834,0.2154501673765824,0.9718422173899945,0.08631447124650418
SEG_006,43,2025-12-08,concrete,rain,0.0824,0.1084,0.1602,0.632,0.6489,0.6475742045608633,0.09509968299755427,0.5012261972307188,0.0717094052941586,0.4264668900665679,0.3930113646014604,0.28191942068558656,0.2209950931184266,0.23087567198388295,1.2756760389176318,0.08186904531757501
SEG_006,44,2025-12-09,concrete,haze,0.0843,0.1109,0.164,0.5723,0.5828,0.483468280869954,0.10531906683077956,0.3641395013057285,0.11834941543963735,0.2820206364226181,0.42487432396239433,0.24825860163981772,0.22931754032268,0.17431652246203536,1.082592804273421,0.08032013254233254
SEG_006,45,2025-12-10,concrete,heavy_rain,0.0863,0.1134,0.1677,0.6005,0.6203,0.5207736576091898,0.11343311260467852,0.4688738140818874,0.08791394467708369,0.33386187495481706,0.45447003220074556,0.2646989757282057,0.2372351185498813,0.19702034972257024,1.1157617033451426,0.09770855856007804
SEG_006,46,2025-12-11,concrete,rain,0.0882,0.116,0.1714,0.6258,0.6418,0.5429540269593622,0.0978325692064247,0.4650998947147402,0.10360924075333632,0.34761034459269397,0.45233369403754137,0.2835747690316393,0.2794167551002591,0.2430947459330382,1.0148774151087452,0.06106939760363604
SEG_006,47,2025-12-12,concrete,clear,0.0901,0.1185,0.1751,0.6495,0.6575,0.6094769754715662,0.09099285074995021,0.45093988682097935,0.08639929115006781,0.4467010366892905,0.4404684066560993,0.25634670148097866,0.2835888881598521,0.18414047211347445,0.9039345624921676,0.08305473380843532
SEG_006,48,2025-12-13,concrete,heavy_rain,0.092,0.121,0.1789,0.5913,0.6143,0.5228945580443847,0.09410939978931303,0.40615203669181205,0.11742401005267189,0.39743885737417717,0.4273417964897661,0.2336080532625653,0.2670806284663312,0.17966471489102603,0.8746691212121855,0.07214638146918485
SEG_006,49,2025-12-14,concrete,clear,0.0939,0.1235,0.1826,0.6506,0.6562,0.548360811984514,0.09978481295768571,0.5004977852456791,0.06089738699176395,0.35098702934560116,0.4105323124055851,0.20952660591585764,0.2413990956034633,0.1951865947730507,0.8679640552422865,0.08483845897690981
SEG_006,50,2025-12-15,concrete,rain,0.0959,0.126,0.1863,0.612,0.6301,0.4823004562037248,0.09101654869386469,0.35276547374641337,0.08830777597313828,0.44150144950109493,0.4348560394261641,0.2844756740517084,0.22567449461800348,0.21606275192140617,1.2605519023376235,0.07544867153767892
SEG_006,51,2025-12-16,concrete,heavy_rain,0.0978,0.1286,0.1901,0.5832,0.6073,0.5054977382384653,0.08832769678032677,0.5210185129393783,0.11631293272645914,0.33008583358036914,0.3572355662834261,0.21004063634596587,0.21074882346069468,0.20934054826559945,0.996634933766096,0.10071610303106128
SEG_006,52,2025-12-17,concrete,clear,0.0997,0.1311,0.1938,0.6373,0.6442,0.5977587932516784,0.0841015355969374,0.4421256051684212,0.08967800104862189,0.3391125925397313,0.45216295995914363,0.1882839479793264,0.22800095118330943,0.22691922206768056,0.8257997223363651,0.06842961055566901
SEG_006,53,2025-12-18,concrete,clear,0.1016,0.1336,0.1975,0.6373,0.6435,0.5252897282536851,0.0888747239561563,0.4512336449351068,0.0831074906173333,0.41579435791480457,0.470318914583171,0.28900305241219776,0.268218029982985,0.19039420422612605,1.0774889925988147,0.07198521139818796
SEG_006,54,2025-12-19,concrete,clear,0.1035,0.1361,0.2012,0.6342,0.6413,0.5602277447366633,0.09265165628591164,0.4935297806214392,0.061412194118691116,0.31321940321664393,0.44135707332497787,0.21363996333738666,0.2493607031762354,0.2767090076119837,0.8567472896445428,0.0616685164040022
SEG_006,55,2025-12-20,concrete,clear,0.1054,0.1387,0.205,0.6316,0.639,0.5467059115473938,0.10473972069856285,0.46172305732333097,0.0933560195867577,0.43446696696832554,0.45614887142516336,0.26691280659518796,0.31963585621884266,0.2820345073702889,0.8350501558319776,0.0852405196698906
SEG_006,56,2025-12-21,concrete,rain,0.1074,0.1412,0.2087,0.5991,0.6171,0.5437757863352526,0.09233556448257044,0.5489412928546026,0.11275552442423195,0.4863319913600659,0.4043939760209971,0.21060895281959952,0.22364281686290727,0.2052453809916886,0.9417159650280067,0.09218286285053139
SEG_006,57,2025-12-22,concrete,heavy_rain,0.1093,0.1437,0.2124,0.5672,0.5901,0.44992985037448524,0.1139072845246776,0.4353102387897327,0.12486795683744073,0.4192250482150704,0.2860041124098122,0.2129881219014074,0.21619947252825572,0.1750557717863226,0.9851417964573205,0.07381664554533568
SEG_006,58,2025-12-23,concrete,clear,0.1112,0.1462,0.2161,0.6232,0.6319,0.6235858812210624,0.07883893712853099,0.39424863851943415,0.10048096021743222,0.3635491800276347,0.3910916713185729,0.251365574157195,0.22696668379736756,0.258551787299466,1.1074949964313396,0.0871839629441461
SEG_006,59,2025-12-24,concrete,clear,0.1131,0.1487,0.2199,0.6226,0.6301,0.47804355571886975,0.12163402800838406,0.4416835453728053,0.09519944532634197,0.432613168335767,0.43535541953297235,0.2892081610073217,0.298391371604011,0.19255811432090786,0.9692210275104572,0.08276251573865986
SEG_006,60,2025-12-25,concrete,clear,0.115,0.1513,0.2236,0.6188,0.6261,0.5113579564005585,0.07987976074779905,0.507352593500375,0.05609988586445666,0.4406628927364022,0.48908012697315206,0.24336989563089304,0.3119409169638172,0.2517940973889619,0.7801769572991437,0.08269872187750796
SEG_006,61,2025-12-26,concrete,clear,0.1169,0.1538,0.2273,0.6122,0.6212,0.5578937016362259,0.09851687038493138,0.39382102098083377,0.12705715702189793,0.3890393500252455,0.42783450143111185,0.20492185370986993,0.23511800130235766,0.26231374258060397,0.8715665368378505,0.08466048808796814
SEG_006,62,2025-12-27,concrete,clear,0.1189,0.1563,0.231,0.6115,0.6199,0.5316443268997645,0.09444419982608489,0.4259842258030701,0.057564721840482225,0.4178367953133402,0.420885278680368,0.26381527345078987,0.2837978945420606,0.2460329953326325,0.929585275081792,0.08046039181667611
SEG_006,63,2025-12-28,concrete,clear,0.1208,0.1588,0.2348,0.6116,0.6189,0.5530594463632441,0.08875485278157066,0.5437700142773845,0.08538464759179945,0.3496106375390218,0.408325759990106,0.2816608676444116,0.29295340983543067,0.2042825760098612,0.9614494890267627,0.0768178780143784
SEG_006,64,2025-12-29,concrete,fog,0.1227,0.1613,0.2385,0.4633,0.4742,0.3739609066406975,0.12116808684544988,0.35848492009844074,0.14785784062772067,0.27449049997330127,0.30691640350728566,0.16471252956080384,0.23048586431489157,0.18275858866275932,0.714628705850123,0.09463872776013849
SEG_006,65,2025-12-30,concrete,clear,0.1246,0.1639,0.2422,0.6064,0.6152,0.5124478006927864,0.10780414164194442,0.3739198219764226,0.1106293674870462,0.3980885795183757,0.4628958496988482,0.22828560265956155,0.24981104900466658,0.2750836989671426,0.9138294312429145,0.08380927810821176
SEG_006,66,2025-12-31,concrete,clear,0.1265,0.1664,0.246,0.6034,0.6117,0.5133792793455527,0.09587013889823434,0.4232591847791949,0.07311189506749843,0.3223468038474979,0.38317476861491695,0.18294628871887164,0.25037471542563605,0.19071835499572576,0.7306870333165695,0.07893870325169386
SEG_006,67,2026-01-01,concrete,rain,0.1284,0.1689,0.2497,0.5728,0.5916,0.5496503845814361,0.11335784911963888,0.44690873849906376,0.11188013418587263,0.39773341426693964,0.3744719880007728,0.19046013818293495,0.24907115687695042,0.2372626485325715,0.7646785597035975,0.08732430707280874
SEG_006,68,2026-01-02,concrete,clear,0.1304,0.1714,0.2534,0.5971,0.6074,0.5351521609753219,0.098988576920029,0.5374508799006394,0.11898066488960604,0.3188932988592379,0.41690828193131285,0.27509259058190766,0.26486810835922936,0.24055035370048994,1.0385982430567657,0.08001278224554265
SEG_006,69,2026-01-03,concrete,fog,0.1323,0.1739,0.2571,0.4569,0.4635,0.4202318843345868,0.10453420033255335,0.29938171329791585,0.14461073032383576,0.29851749877552813,0.38757596779566494,0.16682823570485783,0.2257716862497416,0.16148837973314828,0.7389212507323337,0.0931048342878582
SEG_006,70,2026-01-04,concrete,fog,0.1342,0.1765,0.2609,0.458,0.4665,0.36298295629852817,0.11424812494194164,0.34447117555608453,0.16117282876082278,0.2453490185660564,0.3170397538453381,0.143517387095215,0.2127767203666292,0.20841772620081145,0.6744944294352136,0.08666636427307974
SEG_006,71,2026-01-05,concrete,clear,0.1361,0.179,0.2646,0.5885,0.5968,0.5389803055425221,0.0941050393371123,0.42901105187306143,0.10495493157535951,0.3852405712654469,0.4076949284399082,0.21208489508198478,0.2441976479900973,0.19145156321068788,0.8684933222504377,0.07543799452524812
SEG_006,72,2026-01-06,concrete,clear,0.138,0.1815,0.2683,0.5876,0.5969,0.5084832665427521,0.10409014771605103,0.3915492119253447,0.12738063729192212,0.32570098207518955,0.3854929297227807,0.23393450014198597,0.22547373619550193,0.27657639192147193,1.0375197864258674,0.08614441829401515
SEG_006,73,2026-01-07,concrete,clear,0.1399,0.184,0.272,0.5804,0.5923,0.5489058126271171,0.09636033107738651,0.37299914870690104,0.09380140508659048,0.3466373123306438,0.3814380889163463,0.24463642355646253,0.25095446674087873,0.239559316000742,0.9748200616369086,0.07747373327580613
SEG_006,74,2026-01-08,concrete,clear,0.1419,0.1866,0.2758,0.5838,0.5931,0.5767924061967387,0.0992021680465067,0.3677905726630173,0.09407898250174085,0.31850386759750754,0.31014197751779776,0.24496208049191937,0.2482707230947121,0.2857955170116384,0.986669272837285,0.08886061270513113
SEG_006,75,2026-01-09,concrete,clear,0.1438,0.1891,0.2795,0.579,0.5892,0.4798793689589198,0.08966642557768467,0.31723068074913907,0.11783500230727938,0.36160024464878004,0.42650100151619874,0.26413202016173315,0.294853961014651,0.22101892537948362,0.895803208644703,0.0945413042820215
SEG_006,76,2026-01-10,concrete,haze,0.1457,0.1916,0.2832,0.498,0.5094,0.4070478747821975,0.12093356468124727,0.33403749745588335,0.13287173968822416,0.2626413254011171,0.3035014194830784,0.30156208263520173,0.18060353597318246,0.20477980295351986,1.6697370362834074,0.08651493776341963
SEG_006,77,2026-01-11,concrete,clear,0.1476,0.1941,0.2869,0.5766,0.5858,0.4555482003559052,0.0972517157653895,0.4230561066000452,0.12816428897083373,0.42974992649383464,0.40843051642463235,0.28267601603032777,0.190417982892823,0.2161292564607646,1.4844949370905498,0.09503069967628307
SEG_006,78,2026-01-12,concrete,clear,0.1495,0.1966,0.2907,0.57,0.5806,0.47875681953134713,0.09090522889211941,0.42629460101293304,0.13854675140898962,0.2732546185149788,0.4291580191082351,0.22507123608233215,0.2691443375436768,0.19338647723014457,0.8362442319693081,0.09190507285575526
SEG_006,79,2026-01-13,concrete,clear,0.1514,0.1992,0.2944,0.5711,0.581,0.47015398204198466,0.12778274301847842,0.3664531884473569,0.0608149658130372,0.3333032889791451,0.33299336715901945,0.22016678573274348,0.2102956860158037,0.16093214204340298,1.0469341666953231,0.10101846774788939
SEG_006,80,2026-01-14,concrete,heavy_rain,0.1534,0.2017,0.2981,0.5098,0.5358,0.4477101759828404,0.09469425626077962,0.40457465350654076,0.13431669400459162,0.2783336731678178,0.39058889518793394,0.1788449422304733,0.20508894803118935,0.16995316707120914,0.872031730210762,0.09891712941720106
SEG_006,81,2026-01-15,concrete,clear,0.1553,0.2042,0.3019,0.5643,0.5757,0.47387232732265056,0.10735830305802113,0.4955497837760783,0.07543782186875188,0.34981792038213055,0.36962507529255006,0.2297867697179699,0.2642536486565816,0.21971858373698058,0.8695656666255843,0.09464799645087556
SEG_006,82,2026-01-16,concrete,clear,0.1572,0.2067,0.3056,0.5621,0.5727,0.4633210287687352,0.08091134438996217,0.39017130882582907,0.08185894015134892,0.3420761445364321,0.4155147138225146,0.24679592421388605,0.23731209257102714,0.19250194682287555,1.039959159185542,0.08028465528870934
SEG_006,83,2026-01-17,concrete,clear,0.1591,0.2092,0.3093,0.5607,0.5733,0.5191784054451141,0.10580122749640826,0.42386318669316775,0.08685216557145714,0.3631366131558057,0.3251018791841609,0.2133460510571074,0.233678369590132,0.2293033746347313,0.9129862487703183,0.09314435239402137
SEG_006,84,2026-01-18,concrete,fog,0.161,0.2118,0.313,0.4159,0.4276,0.3159997907539419,0.12197313520018248,0.3462207873026998,0.13694307847503048,0.27042809254348277,0.2755390177986826,0.17598843579685863,0.20965285432788194,0.1308078421172449,0.8394238033975122,0.0880555221268291
SEG_006,85,2026-01-19,concrete,clear,0.1629,0.2143,0.3168,0.5579,0.5688,0.49153931812605367,0.10052822031315828,0.5110603484473454,0.10465936427257058,0.2820486696516309,0.3833331380198771,0.2315180703950348,0.20639324755038382,0.2268148197555113,1.1217273404798644,0.08558001289530127
SEG_006,86,2026-01-20,concrete,haze,0.1649,0.2168,0.3205,0.4737,0.488,0.38640733091246066,0.09952055989545368,0.4343595612677823,0.10969893206030351,0.3693871109256542,0.3175780088467701,0.21327466762174216,0.2251662504597185,0.214587631052673,0.9471833367699097,0.0934699572918276
SEG_006,87,2026-01-21,concrete,rain,0.1668,0.2193,0.3242,0.5224,0.5443,0.47301474019479856,0.09872669054847057,0.3965193921035737,0.14434131664751418,0.30823315236156673,0.39757923721944094,0.19242402270455938,0.1831524854225115,0.2344796853757118,1.0506162209289216,0.06900610154049343
SEG_006,88,2026-01-22,concrete,clear,0.1687,0.2218,0.3279,0.5457,0.5592,0.5192554618688892,0.09645039225498671,0.37593522344348185,0.11654116642952943,0.2989714416073246,0.41073826659987495,0.20518756210948697,0.26023258583641135,0.15664630353209574,0.788474560076471,0.07965777986177
SEG_006,89,2026-01-23,concrete,rain,0.1706,0.2244,0.3317,0.5165,0.5398,0.42690106986303705,0.09627876370809496,0.420677242637457,0.0930241473530989,0.3171451061777169,0.3823170604227094,0.1695632547357922,0.20089575628452552,0.17742601537234687,0.8440318194866402,0.08601513846388732
SEG_006,90,2026-01-24,concrete,clear,0.1725,0.2269,0.3354,0.538,0.5513,0.4749413162909261,0.09595954155533643,0.4301019383184669,0.09883766965457497,0.39830584983917894,0.37196149985809485,0.22579569064850374,0.21896255961171282,0.21127466097569772,1.0312021372364713,0.07898280686150233
SEG_006,91,2026-01-25,concrete,haze,0.1744,0.2294,0.3391,0.4622,0.4776,0.4000217146293272,0.12888725891304226,0.29410961004549263,0.12911673706454327,0.236932165538598,0.3601688582139352,0.18110451737477296,0.21483310077609213,0.19043653994957455,0.8429970694621085,0.09111696748086928
SEG_006,92,2026-01-26,concrete,haze,0.1764,0.2319,0.3428,0.4586,0.4751,0.3578331040182761,0.11888009012173265,0.317504072770753,0.1654641785265936,0.28333538506384814,0.23650680969711085,0.2426187979570494,0.1956985872658708,0.14407330953961087,1.2397511990019465,0.10497227512504981
SEG_006,93,2026-01-27,concrete,clear,0.1783,0.2345,0.3466,0.5364,0.5477,0.4655715003896775,0.11894027650338806,0.30335031041392263,0.09976238779373546,0.34024896864966114,0.3955207408989537,0.2597688310427333,0.25177243143911576,0.2038297942221553,1.0317563277344894,0.07904525741806197
SEG_006,94,2026-01-28,concrete,clear,0.1802,0.237,0.3503,0.534,0.5462,0.4654648202111525,0.09603157896277871,0.39581746998684636,0.09472820331530471,0.2519135589467706,0.3575111552837902,0.24583497012603567,0.28100648312845966,0.17611504503866504,0.8748342477899593,0.09720557542831716
SEG_006,95,2026-01-29,concrete,rain,0.1821,0.2395,0.354,0.5037,0.5253,0.444659832817847,0.1052429676230432,0.3500895921378129,0.17190701960916738,0.2570877618527456,0.3015267347933947,0.22401708130707096,0.18947112541875955,0.19731118106964782,1.1823221004776416,0.07742795749955499
SEG_006,96,2026-01-30,concrete,clear,0.184,0.242,0.3577,0.5307,0.542,0.44315904412719814,0.08894550445553125,0.40591309772751805,0.1092402318186154,0.325516167645587,0.4509979560466497,0.2294607630369519,0.21609625017976902,0.22168670780853622,1.0618402725905391,0.07976657937303587
SEG_006,97,2026-01-31,concrete,clear,0.186,0.2445,0.3615,0.5235,0.5362,0.4487426920124058,0.09527544267707028,0.41119682251273315,0.10958347188666702,0.29232483955048016,0.4202254267213689,0.21077943303691246,0.2043568304361765,0.18298287863551302,1.0314233253848402,0.09254310685355278
SEG_006,98,2026-02-01,concrete,clear,0.1879,0.2471,0.3652,0.5253,0.5381,0.4006005622062746,0.10405286852304421,0.4166570340999247,0.11554591454783539,0.3887272518076575,0.3771091012592709,0.22886807808080223,0.2415262514843761,0.21134173117589256,0.9475869769321134,0.07766125196498971
SEG_006,99,2026-02-02,concrete,haze,0.1898,0.2496,0.3689,0.4413,0.4571,0.36078043698080575,0.11283793647127333,0.3877856851342227,0.12652406531649224,0.19980720335856825,0.3353918122761353,0.22795074021976083,0.19568783563217038,0.10126304300311062,1.1648632865710953,0.08304914095371403
SEG_006,100,2026-02-03,concrete,haze,0.1917,0.2521,0.3727,0.4378,0.4547,0.39436850718839195,0.13523753775521014,0.3489877892787335,0.14629268075544027,0.2556861293778898,0.3600358962042771,0.20226448399367344,0.1829040126885699,0.1934450702178958,1.105844399891143,0.09382739783755449
SEG_006,101,2026-02-04,concrete,clear,0.1936,0.2546,0.3764,0.5142,0.5283,0.47276895549326114,0.10937646573471871,0.38938034077786443,0.12137892002403758,0.32880355758357793,0.3118250676498787,0.19981544134559057,0.1953052436007019,0.24022718316359573,1.0230878320209138,0.08804152316945585
