segment_id,timestep,date,material,weather,age_factor,dirt_level,wear_level,reflectivity_score,spectral_mean
SEG_005,157,2026-04-01,road_marking_new,clear,0.2997,0.4575,0.407,0.4952,0.535
SEG_005,158,2026-04-02,road_marking_new,heavy_rain,0.3016,0.4604,0.4096,0.4357,0.491
SEG_005,159,2026-04-03,road_marking_new,haze,0.3036,0.4633,0.4122,0.4025,0.4424
SEG_005,160,2026-04-04,road_marking_new,rain,0.3055,0.4663,0.4148,0.4622,0.5102
SEG_005,161,2026-04-05,road_marking_new,clear,0.3074,0.4692,0.4174,0.4842,0.5249
SEG_005,162,2026-04-06,road_marking_new,haze,0.3093,0.4721,0.42,0.3966,0.4373
SEG_005,163,2026-04-07,road_marking_new,clear,0.3112,0.475,0.4226,0.482,0.5207
SEG_005,164,2026-04-08,road_marking_new,clear,0.3131,0.4779,0.4252,0.4773,0.5168
SEG_005,165,2026-04-09,road_marking_new,rain,0.315,0.4808,0.4278,0.4456,0.4965
SEG_005,166,2026-04-10,road_marking_new,clear,0.3169,0.4837,0.4304,0.4702,0.5106
SEG_005,167,2026-04-11,road_marking_new,clear,0.3188,0.4867,0.433,0.4702,0.5106
SEG_005,168,2026-04-12,road_marking_new,haze,0.3207,0.4896,0.4356,0.3833,0.4244
SEG_005,169,2026-04-13,road_marking_new,clear,0.3226,0.4925,0.4382,0.4663,0.5066
SEG_005,170,2026-04-14,road_marking_new,fog,0.3246,0.4954,0.4408,0.3181,0.352
SEG_005,171,2026-04-15,road_marking_new,fog,0.3265,0.4983,0.4433,0.3124,0.3498
SEG_005,172,2026-04-16,road_marking_new,heavy_rain,0.3284,0.5012,0.4459,0.3972,0.455
SEG_005,173,2026-04-17,road_marking_new,clear,0.3303,0.5041,0.4485,0.4553,0.496
SEG_005,174,2026-04-18,road_marking_new,clear,0.3322,0.507,0.4511,0.4477,0.4905
SEG_005,175,2026-04-19,road_marking_new,heavy_rain,0.3341,0.51,0.4537,0.3907,0.4473
SEG_005,176,2026-04-20,road_marking_new,clear,0.336,0.5129,0.4563,0.4464,0.4875
SEG_005,177,2026-04-21,road_marking_new,fog,0.3379,0.5158,0.4589,0.2973,0.3325
SEG_005,178,2026-04-22,road_marking_new,fog,0.3398,0.5187,0.4615,0.2912,0.3333
SEG_005,179,2026-04-23,road_marking_new,heavy_rain,0.3417,0.5216,0.4641,0.3797,0.4366
SEG_006,0,2025-10-26,concrete,rain,0.0,0.0,0.0,0.7433,0.7522
SEG_006,1,2025-10-27,concrete,clear,0.0019,0.0025,0.0037,0.7693,0.77
SEG_006,2,2025-10-28,concrete,clear,0.0038,0.005,0.0075,0.7634,0.7631
SEG_006,3,2025-10-29,concrete,rain,0.0058,0.0076,0.0112,0.736,0.7458
SEG_006,4,2025-10-30,concrete,rain,0.0077,0.0101,0.0149,0.7293,0.7415
SEG_006,5,2025-10-31,concrete,rain,0.0096,0.0126,0.0186,0.7247,0.738
SEG_006,6,2025-11-01,concrete,rain,0.0115,0.0151,0.0224,0.7248,0.7361
SEG_006,7,2025-11-02,concrete,clear,0.0134,0.0176,0.0261,0.7539,0.755
SEG_006,8,2025-11-03,concrete,clear,0.0153,0.0202,0.0298,0.7501,0.752
SEG_006,9,2025-11-04,concrete,clear,0.0173,0.0227,0.0335,0.7485,0.749
SEG_006,10,2025-11-05,concrete,heavy_rain,0.0192,0.0252,0.0373,0.6877,0.7036
SEG_006,11,2025-11-06,concrete,haze,0.0211,0.0277,0.041,0.6537,0.6576
SEG_006,12,2025-11-07,concrete,clear,0.023,0.0303,0.0447,0.7392,0.7399
SEG_006,13,2025-11-08,concrete,clear,0.0249,0.0328,0.0484,0.7378,0.7389
SEG_006,14,2025-11-09,concrete,clear,0.0268,0.0353,0.0522,0.7342,0.735
SEG_006,15,2025-11-10,concrete,clear,0.0288,0.0378,0.0559,0.7339,0.7359
SEG_006,16,2025-11-11,concrete,rain,0.0307,0.0403,0.0596,0.7022,0.7145
SEG_006,17,2025-11-12,concrete,haze,0.0326,0.0429,0.0634,0.6426,0.6468
SEG_006,18,2025-11-13,concrete,heavy_rain,0.0345,0.0454,0.0671,0.6683,0.6844
SEG_006,19,2025-11-14,concrete,clear,0.0364,0.0479,0.0708,0.722,0.724
SEG_006,20,2025-11-15,concrete,clear,0.0383,0.0504,0.0745,0.7188,0.7204
SEG_006,21,2025-11-16,concrete,rain,0.0403,0.0529,0.0783,0.69,0.7033
SEG_006,22,2025-11-17,concrete,rain,0.0422,0.0555,0.082,0.6871,0.7004
SEG_006,23,2025-11-18,concrete,haze,0.0441,0.058,0.0857,0.6278,0.634
SEG_006,24,2025-11-19,concrete,rain,0.046,0.0605,0.0894,0.6801,0.6932
SEG_006,25,2025-11-20,concrete,clear,0.0479,0.063,0.0932,0.7067,0.7094
SEG_006,26,2025-11-21,concrete,clear,0.0498,0.0655,0.0969,0.7062,0.7076
SEG_006,27,2025-11-22,concrete,clear,0.0518,0.0681,0.1006,0.7033,0.7066
SEG_006,28,2025-11-23,concrete,clear,0.0537,0.0706,0.1043,0.6999,0.7034
SEG_006,29,2025-11-24,concrete,clear,0.0556,0.0731,0.1081,0.6994,0.702
SEG_006,30,2025-11-25,concrete,clear,0.0575,0.0756,0.1118,0.6973,0.7005
SEG_006,31,2025-11-26,concrete,haze,0.0594,0.0782,0.1155,0.6066,0.6132
SEG_006,32,2025-11-27,concrete,clear,0.0613,0.0807,0.1192,0.6926,0.6954
SEG_006,33,2025-11-28,concrete,clear,0.0633,0.0832,0.123,0.6869,0.6898
SEG_006,34,2025-11-29,concrete,heavy_rain,0.0652,0.0857,0.1267,0.6282,0.6479
SEG_006,35,2025-11-30,concrete,clear,0.0671,0.0882,0.1304,0.6812,0.6848
SEG_006,36,2025-12-01,concrete,clear,0.069,0.0908,0.1342,0.6812,0.6842
SEG_006,37,2025-12-02,concrete,rain,0.0709,0.0933,0.1379,0.6491,0.6634
SEG_006,38,2025-12-03,concrete,clear,0.0728,0.0958,0.1416,0.6729,0.6783
SEG_006,39,2025-12-04,concrete,clear,0.0748,0.0983,0.1453,0.6713,0.6772
SEG_006,40,2025-12-05,concrete,clear,0.0767,0.1008,0.1491,0.6718,0.6767
SEG_006,41,2025-12-06,concrete,clear,0.0786,0.1034,0.1528,0.6664,0.6715
SEG_006,42,2025-12-07,concrete,heavy_rain,0.0805,0.1059,0.1565,0.6065,0.6266
SEG_006,43,2025-12-08,concrete,rain,0.0824,0.1084,0.1602,0.632,0.6489
SEG_006,44,2025-12-09,concrete,haze,0.0843,0.1109,0.164,0.5723,0.5828
SEG_006,45,2025-12-10,concrete,heavy_rain,0.0863,0.1134,0.1677,0.6005,0.6203
SEG_006,46,2025-12-11,concrete,rain,0.0882,0.116,0.1714,0.6258,0.6418
SEG_006,47,2025-12-12,concrete,clear,0.0901,0.1185,0.1751,0.6495,0.6575
SEG_006,48,2025-12-13,concrete,heavy_rain,0.092,0.121,0.1789,0.5913,0.6143
SEG_006,49,2025-12-14,concrete,clear,0.0939,0.1235,0.1826,0.6506,0.6562
SEG_006,50,2025-12-15,concrete,rain,0.0959,0.126,0.1863,0.612,0.6301
SEG_006,51,2025-12-16,concrete,heavy_rain,0.0978,0.1286,0.1901,0.5832,0.6073
SEG_006,52,2025-12-17,concrete,clear,0.0997,0.1311,0.1938,0.6373,0.6442
SEG_006,53,2025-12-18,concrete,clear,0.1016,0.1336,0.1975,0.6373,0.6435
SEG_006,54,2025-12-19,concrete,clear,0.1035,0.1361,0.2012,0.6342,0.6413
SEG_006,55,2025-12-20,concrete,clear,0.1054,0.1387,0.205,0.6316,0.639
SEG_006,56,2025-12-21,concrete,rain,0.1074,0.1412,0.2087,0.5991,0.6171
SEG_006,57,2025-12-22,concrete,heavy_rain,0.1093,0.1437,0.2124,0.5672,0.5901
SEG_006,58,2025-12-23,concrete,clear,0.1112,0.1462,0.2161,0.6232,0.6319
SEG_006,59,2025-12-24,concrete,clear,0.1131,0.1487,0.2199,0.6226,0.6301
SEG_006,60,2025-12-25,concrete,clear,0.115,0.1513,0.2236,0.6188,0.6261
SEG_006,61,2025-12-26,concrete,clear,0.1169,0.1538,0.2273,0.6122,0.6212
SEG_006,62,2025-12-27,concrete,clear,0.1189,0.1563,0.231,0.6115,0.6199
SEG_006,63,2025-12-28,concrete,clear,0.1208,0.1588,0.2348,0.6116,0.6189
SEG_006,64,2025-12-29,concrete,fog,0.1227,0.1613,0.2385,0.4633,0.4742
SEG_006,65,2025-12-30,concrete,clear,0.1246,0.1639,0.2422,0.6064,0.6152
SEG_006,66,2025-12-31,concrete,clear,0.1265,0.1664,0.246,0.6034,0.6117
SEG_006,67,2026-01-01,concrete,rain,0.1284,0.1689,0.2497,0.5728,0.5916
SEG_006,68,2026-01-02,concrete,clear,0.1304,0.1714,0.2534,0.5971,0.6074
SEG_006,69,2026-01-03,concrete,fog,0.1323,0.1739,0.2571,0.4569,0.4635
SEG_006,70,2026-01-04,concrete,fog,0.1342,0.1765,0.2609,0.458,0.4665
SEG_006,71,2026-01-05,concrete,clear,0.1361,0.179,0.2646,0.5885,0.5968
SEG_006,72,2026-01-06,concrete,clear,0.138,0.1815,0.2683,0.5876,0.5969
SEG_006,73,2026-01-07,concrete,clear,0.1399,0.184,0.272,0.5804,0.5923
SEG_006,74,2026-01-08,concrete,clear,0.1419,0.1866,0.2758,0.5838,0.5931
SEG_006,75,2026-01-09,concrete,clear,0.1438,0.1891,0.2795,0.579,0.5892
SEG_006,76,2026-01-10,concrete,haze,0.1457,0.1916,0.2832,0.498,0.5094
SEG_006,77,2026-01-11,concrete,clear,0.1476,0.1941,0.2869,0.5766,0.5858
SEG_006,78,2026-01-12,concrete,clear,0.1495,0.1966,0.2907,0.57,0.5806
SEG_006,79,2026-01-13,concrete,clear,0.1514,0.1992,0.2944,0.5711,0.581
SEG_006,80,2026-01-14,concrete,heavy_rain,0.1534,0.2017,0.2981,0.5098,0.5358
SEG_006,81,2026-01-15,concrete,clear,0.1553,0.2042,0.3019,0.5643,0.5757
SEG_006,82,2026-01-16,concrete,clear,0.1572,0.2067,0.3056,0.5621,0.5727
SEG_006,83,2026-01-17,concrete,clear,0.1591,0.2092,0.3093,0.5607,0.5733
SEG_006,84,2026-01-18,concrete,fog,0.161,0.2118,0.313,0.4159,0.4276
SEG_006,85,2026-01-19,concrete,clear,0.1629,0.2143,0.3168,0.5579,0.5688
SEG_006,86,2026-01-20,concrete,haze,0.1649,0.2168,0.3205,0.4737,0.488
SEG_006,87,2026-01-21,concrete,rain,0.1668,0.2193,0.3242,0.5224,0.5443
SEG_006,88,2026-01-22,concrete,clear,0.1687,0.2218,0.3279,0.5457,0.5592
SEG_006,89,2026-01-23,concrete,rain,0.1706,0.2244,0.3317,0.5165,0.5398
SEG_006,90,2026-01-24,concrete,clear,0.1725,0.2269,0.3354,0.538,0.5513
SEG_006,91,2026-01-25,concrete,haze,0.1744,0.2294,0.3391,0.4622,0.4776
SEG_006,92,2026-01-26,concrete,haze,0.1764,0.2319,0.3428,0.4586,0.4751
SEG_006,93,2026-01-27,concrete,clear,0.1783,0.2345,0.3466,0.5364,0.5477
SEG_006,94,2026-01-28,concrete,clear,0.1802,0.237,0.3503,0.534,0.5462
SEG_006,95,2026-01-29,concrete,rain,0.1821,0.2395,0.354,0.5037,0.5253
SEG_006,96,2026-01-30,concrete,clear,0.184,0.242,0.3577,0.5307,0.542
SEG_006,97,2026-01-31,concrete,clear,0.186,0.2445,0.3615,0.5235,0.5362
SEG_006,98,2026-02-01,concrete,clear,0.1879,0.2471,0.3652,0.5253,0.5381
SEG_006,99,2026-02-02,concrete,haze,0.1898,0.2496,0.3689,0.4413,0.4571
SEG_006,100,2026-02-03,concrete,haze,0.1917,0.2521,0.3727,0.4378,0.4547
SEG_006,101,2026-02-04,concrete,clear,0.1936,0.2546,0.3764,0.5142,0.5283
SEG_006,102,2026-02-05,concrete,clear,0.1955,0.2571,0.3801,0.5147,0.5278
SEG_006,103,2026-02-06,concrete,clear,0.1975,0.2597,0.3838,0.5102,0.5248
SEG_006,104,2026-02-07,concrete,haze,0.1994,0.2622,0.3876,0.4278,0.4453
SEG_006,105,2026-02-08,concrete,clear,0.2013,0.2647,0.3913,0.5057,0.5199
SEG_006,106,2026-02-09,concrete,haze,0.2032,0.2672,0.395,0.4269,0.4445
SEG_006,107,2026-02-10,concrete,clear,0.2051,0.2697,0.3987,0.4998,0.5134
SEG_006,108,2026-02-11,concrete,fog,0.207,0.2723,0.4025,0.3662,0.3813
SEG_006,109,2026-02-12,concrete,clear,0.209,0.2748,0.4062,0.4938,0.5102
SEG_006,110,2026-02-13,concrete,clear,0.2109,0.2773,0.4099,0.4911,0.5053
SEG_006,111,2026-02-14,concrete,clear,0.2128,0.2798,0.4136,0.4928,0.5068
SEG_006,112,2026-02-15,concrete,heavy_rain,0.2147,0.2824,0.4174,0.4342,0.4644
SEG_006,113,2026-02-16,concrete,heavy_rain,0.2166,0.2849,0.4211,0.4282,0.4602
SEG_006,114,2026-02-17,concrete,clear,0.2185,0.2874,0.4248,0.4797,0.4958
SEG_006,115,2026-02-18,concrete,haze,0.2205,0.2899,0.4286,0.4028,0.4217
SEG_006,116,2026-02-19,concrete,rain,0.2224,0.2924,0.4323,0.4479,0.4755
SEG_006,117,2026-02-20,concrete,haze,0.2243,0.295,0.436,0.396,0.4158
SEG_006,118,2026-02-21,concrete,clear,0.2262,0.2975,0.4397,0.4727,0.4883
SEG_006,119,2026-02-22,concrete,clear,0.2281,0.3,0.4435,0.4701,0.4874
SEG_006,120,2026-02-23,concrete,clear,0.23,0.3025,0.4472,0.4657,0.4833
SEG_006,121,2026-02-24,concrete,heavy_rain,0.232,0.305,0.4509,0.4054,0.4383
SEG_006,122,2026-02-25,concrete,heavy_rain,0.2339,0.3076,0.4546,0.4039,0.4355
SEG_006,123,2026-02-26,concrete,haze,0.2358,0.3101,0.4584,0.3808,0.4029
SEG_006,124,2026-02-27,concrete,clear,0.2377,0.3126,0.4621,0.4581,0.475
SEG_006,125,2026-02-28,concrete,clear,0.2396,0.3151,0.4658,0.4544,0.4707
SEG_006,126,2026-03-01,concrete,rain,0.2415,0.3176,0.4695,0.4222,0.4511
SEG_006,127,2026-03-02,concrete,heavy_rain,0.2435,0.3202,0.4733,0.3905,0.4242
SEG_006,128,2026-03-03,concrete,heavy_rain,0.2454,0.3227,0.477,0.3858,0.4203
SEG_006,129,2026-03-04,concrete,rain,0.2473,0.3252,0.4807,0.416,0.4433
SEG_006,130,2026-03-05,concrete,haze,0.2492,0.3277,0.4845,0.3693,0.3869
SEG_006,131,2026-03-06,concrete,clear,0.2511,0.3303,0.4882,0.4372,0.4559
SEG_006,132,2026-03-07,concrete,clear,0.253,0.3328,0.4919,0.4336,0.4544
SEG_006,133,2026-03-08,concrete,heavy_rain,0.255,0.3353,0.4956,0.3755,0.4093
SEG_006,134,2026-03-09,concrete,haze,0.2569,0.3378,0.4994,0.3601,0.3803
SEG_006,135,2026-03-10,concrete,clear,0.2588,0.3403,0.5031,0.4271,0.4455
SEG_006,136,2026-03-11,concrete,clear,0.2607,0.3429,0.5068,0.4245,0.4443
SEG_006,137,2026-03-12,concrete,haze,0.2626,0.3454,0.5105,0.3501,0.373
SEG_006,138,2026-03-13,concrete,clear,0.2645,0.3479,0.5143,0.4227,0.4418
SEG_006,139,2026-03-14,concrete,clear,0.2665,0.3504,0.518,0.4159,0.4353
SEG_006,140,2026-03-15,concrete,clear,0.2684,0.3529,0.5217,0.4172,0.4367
SEG_006,141,2026-03-16,concrete,haze,0.2703,0.3555,0.5254,0.3383,0.3612
SEG_006,142,2026-03-17,concrete,haze,0.2722,0.358,0.5292,0.3366,0.3601
SEG_006,143,2026-03-18,concrete,clear,0.2741,0.3605,0.5329,0.4072,0.427
SEG_006,144,2026-03-19,concrete,rain,0.2761,0.363,0.5366,0.3746,0.4043
SEG_006,145,2026-03-20,concrete,clear,0.278,0.3655,0.5404,0.4016,0.4226
SEG_006,146,2026-03-21,concrete,clear,0.2799,0.3681,0.5441,0.3993,0.4213
SEG_006,147,2026-03-22,concrete,rain,0.2818,0.3706,0.5478,0.3707,0.401
SEG_006,148,2026-03-23,concrete,haze,0.2837,0.3731,0.5515,0.3228,0.3459
SEG_006,149,2026-03-24,concrete,rain,0.2856,0.3756,0.5553,0.3638,0.3926
SEG_006,150,2026-03-25,concrete,haze,0.2876,0.3781,0.559,0.3148,0.3407
SEG_006,151,2026-03-26,concrete,haze,0.2895,0.3807,0.5627,0.3156,0.3382
SEG_006,152,2026-03-27,concrete,clear,0.2914,0.3832,0.5664,0.3863,0.4085
SEG_006,153,2026-03-28,concrete,clear,0.2933,0.3857,0.5702,0.3847,0.4048
SEG_006,154,2026-03-29,concrete,clear,0.2952,0.3882,0.5739,0.3789,0.4022
SEG_006,155,2026-03-30,concrete,clear,0.2971,0.3908,0.5776,0.3737,0.3969
SEG_006,156,2026-03-31,concrete,fog,0.2991,0.3933,0.5813,0.2562,0.2739
SEG_006,157,2026-04-01,concrete,clear,0.301,0.3958,0.5851,0.3722,0.3948
SEG_006,158,2026-04-02,concrete,heavy_rain,0.3029,0.3983,0.5888,0.3137,0.3518
SEG_006,159,2026-04-03,concrete,haze,0.3048,0.4008,0.5925,0.2952,0.3218
SEG_006,160,2026-04-04,concrete,rain,0.3067,0.4034,0.5962,0.336,0.368
SEG_006,161,2026-04-05,concrete,clear,0.3086,0.4059,0.6,0.3615,0.3841
SEG_006,162,2026-04-06,concrete,haze,0.3106,0.4084,0.6037,0.2885,0.3135
SEG_006,163,2026-04-07,concrete,clear,0.3125,0.4109,0.6074,0.3573,0.3815
SEG_006,164,2026-04-08,concrete,clear,0.3144,0.4134,0.6112,0.3523,0.3751
SEG_006,165,2026-04-09,concrete,rain,0.3163,0.416,0.6149,0.3241,0.3558
SEG_006,166,2026-04-10,concrete,clear,0.3182,0.4185,0.6186,0.3508,0.374
SEG_006,167,2026-04-11,concrete,clear,0.3201,0.421,0.6223,0.3481,0.3715
SEG_006,168,2026-04-12,concrete,haze,0.3221,0.4235,0.6261,0.2732,0.2995
SEG_006,169,2026-04-13,concrete,clear,0.324,0.426,0.6298,0.342,0.3656
SEG_006,170,2026-04-14,concrete,fog,0.3259,0.4286,0.6335,0.2125,0.2334
SEG_006,171,2026-04-15,concrete,fog,0.3278,0.4311,0.6372,0.204,0.2307
SEG_006,172,2026-04-16,concrete,heavy_rain,0.3297,0.4336,0.641,0.2746,0.3163
SEG_006,173,2026-04-17,concrete,clear,0.3316,0.4361,0.6447,0.3314,0.3559
SEG_006,174,2026-04-18,concrete,clear,0.3336,0.4387,0.6484,0.3279,0.3527
SEG_006,175,2026-04-19,concrete,heavy_rain,0.3355,0.4412,0.6521,0.2679,0.307
SEG_006,176,2026-04-20,concrete,clear,0.3374,0.4437,0.6559,0.3222,0.348
SEG_006,177,2026-04-21,concrete,fog,0.3393,0.4462,0.6596,0.1974,0.2228
SEG_006,178,2026-04-22,concrete,fog,0.3412,0.4487,0.6633,0.196,0.2204
SEG_006,179,2026-04-23,concrete,heavy_rain,0.3431,0.4513,0.6671,0.261,0.3014
SEG_007,0,2025-10-26,new_asphalt,rain,0.0,0.0,0.0,0.844,0.8521
SEG_007,1,2025-10-27,new_asphalt,clear,0.0025,0.0013,0.0008,0.8719,0.8697
SEG_007,2,2025-10-28,new_asphalt,clear,0.005,0.0025,0.0016,0.8675,0.8655
SEG_007,3,2025-10-29,new_asphalt,rain,0.0076,0.0038,0.0024,0.8381,0.8472
SEG_007,4,2025-10-30,new_asphalt,rain,0.0101,0.005,0.0032,0.8371,0.8443
SEG_007,5,2025-10-31,new_asphalt,rain,0.0126,0.0063,0.004,0.8316,0.8391
SEG_007,6,2025-11-01,new_asphalt,rain,0.0151,0.0076,0.0049,0.8341,0.843
SEG_007,7,2025-11-02,new_asphalt,clear,0.0176,0.0088,0.0057,0.8577,0.8563
SEG_007,8,2025-11-03,new_asphalt,clear,0.0202,0.0101,0.0065,0.8563,0.8547
SEG_007,9,2025-11-04,new_asphalt,clear,0.0227,0.0114,0.0073,0.8554,0.8529
SEG_007,10,2025-11-05,new_asphalt,heavy_rain,0.0252,0.0126,0.0081,0.7962,0.8104
SEG_007,11,2025-11-06,new_asphalt,haze,0.0277,0.0139,0.0089,0.7504,0.753
SEG_007,12,2025-11-07,new_asphalt,clear,0.0303,0.0151,0.0097,0.8482,0.847
SEG_007,13,2025-11-08,new_asphalt,clear,0.0328,0.0164,0.0105,0.8465,0.8463
SEG_007,14,2025-11-09,new_asphalt,clear,0.0353,0.0177,0.0113,0.8463,0.8431
SEG_007,15,2025-11-10,new_asphalt,clear,0.0378,0.0189,0.0121,0.844,0.842
SEG_007,16,2025-11-11,new_asphalt,rain,0.0403,0.0202,0.013,0.8132,0.8218
SEG_007,17,2025-11-12,new_asphalt,haze,0.0429,0.0214,0.0138,0.7412,0.7427
SEG_007,18,2025-11-13,new_asphalt,heavy_rain,0.0454,0.0227,0.0146,0.7787,0.7944
SEG_007,19,2025-11-14,new_asphalt,clear,0.0479,0.024,0.0154,0.8355,0.8351
SEG_007,20,2025-11-15,new_asphalt,clear,0.0504,0.0252,0.0162,0.8338,0.8325
SEG_007,21,2025-11-16,new_asphalt,rain,0.0529,0.0265,0.017,0.8023,0.8108
SEG_007,22,2025-11-17,new_asphalt,rain,0.0555,0.0278,0.0178,0.7988,0.8085
SEG_007,23,2025-11-18,new_asphalt,haze,0.058,0.029,0.0186,0.7316,0.7319
SEG_007,24,2025-11-19,new_asphalt,rain,0.0605,0.0303,0.0194,0.7972,0.8049
SEG_007,25,2025-11-20,new_asphalt,clear,0.063,0.0315,0.0202,0.8223,0.8218
SEG_007,26,2025-11-21,new_asphalt,clear,0.0656,0.0328,0.0211,0.8204,0.8198
SEG_007,27,2025-11-22,new_asphalt,clear,0.0681,0.0341,0.0219,0.8178,0.8193
SEG_007,28,2025-11-23,new_asphalt,clear,0.0706,0.0353,0.0227,0.8171,0.8162
SEG_007,29,2025-11-24,new_asphalt,clear,0.0731,0.0366,0.0235,0.8162,0.8171
SEG_007,30,2025-11-25,new_asphalt,clear,0.0756,0.0378,0.0243,0.8143,0.8132
SEG_007,31,2025-11-26,new_asphalt,haze,0.0782,0.0391,0.0251,0.7176,0.7187
SEG_007,32,2025-11-27,new_asphalt,clear,0.0807,0.0404,0.0259,0.8095,0.8095
SEG_007,33,2025-11-28,new_asphalt,clear,0.0832,0.0416,0.0267,0.8065,0.806
SEG_007,34,2025-11-29,new_asphalt,heavy_rain,0.0857,0.0429,0.0275,0.7477,0.7635
SEG_007,35,2025-11-30,new_asphalt,clear,0.0882,0.0442,0.0283,0.8017,0.8021
SEG_007,36,2025-12-01,new_asphalt,clear,0.0908,0.0454,0.0292,0.8014,0.8022
SEG_007,37,2025-12-02,new_asphalt,rain,0.0933,0.0467,0.03,0.7706,0.7818
SEG_007,38,2025-12-03,new_asphalt,clear,0.0958,0.0479,0.0308,0.7978,0.7968
SEG_007,39,2025-12-04,new_asphalt,clear,0.0983,0.0492,0.0316,0.7949,0.7944
SEG_007,40,2025-12-05,new_asphalt,clear,0.1008,0.0505,0.0324,0.7942,0.7948
SEG_007,41,2025-12-06,new_asphalt,clear,0.1034,0.0517,0.0332,0.7922,0.7932
SEG_007,42,2025-12-07,new_asphalt,heavy_rain,0.1059,0.053,0.034,0.7313,0.747
SEG_007,43,2025-12-08,new_asphalt,rain,0.1084,0.0542,0.0348,0.759,0.7687
SEG_007,44,2025-12-09,new_asphalt,haze,0.1109,0.0555,0.0356,0.6926,0.6946
SEG_007,45,2025-12-10,new_asphalt,heavy_rain,0.1135,0.0568,0.0364,0.7221,0.7402
SEG_007,46,2025-12-11,new_asphalt,rain,0.116,0.058,0.0372,0.7533,0.7631
SEG_007,47,2025-12-12,new_asphalt,clear,0.1185,0.0593,0.0381,0.7799,0.7796
SEG_007,48,2025-12-13,new_asphalt,heavy_rain,0.121,0.0606,0.0389,0.7167,0.7342
SEG_007,49,2025-12-14,new_asphalt,clear,0.1235,0.0618,0.0397,0.7765,0.7756
SEG_007,50,2025-12-15,new_asphalt,rain,0.1261,0.0631,0.0405,0.7445,0.7572
SEG_007,51,2025-12-16,new_asphalt,heavy_rain,0.1286,0.0643,0.0413,0.7149,0.729
SEG_007,52,2025-12-17,new_asphalt,clear,0.1311,0.0656,0.0421,0.7706,0.7712
SEG_007,53,2025-12-18,new_asphalt,clear,0.1336,0.0669,0.0429,0.7685,0.7671
SEG_007,54,2025-12-19,new_asphalt,clear,0.1361,0.0681,0.0437,0.7665,0.7666
SEG_007,55,2025-12-20,new_asphalt,clear,0.1387,0.0694,0.0445,0.7638,0.7638
SEG_007,56,2025-12-21,new_asphalt,rain,0.1412,0.0706,0.0453,0.7313,0.7431
SEG_007,57,2025-12-22,new_asphalt,heavy_rain,0.1437,0.0719,0.0462,0.7021,0.7193
SEG_007,58,2025-12-23,new_asphalt,clear,0.1462,0.0732,0.047,0.7573,0.7592
SEG_007,59,2025-12-24,new_asphalt,clear,0.1488,0.0744,0.0478,0.7587,0.7582
SEG_007,60,2025-12-25,new_asphalt,clear,0.1513,0.0757,0.0486,0.7527,0.7539
SEG_007,61,2025-12-26,new_asphalt,clear,0.1538,0.077,0.0494,0.7529,0.7529
SEG_007,62,2025-12-27,new_asphalt,clear,0.1563,0.0782,0.0502,0.7506,0.752
SEG_007,63,2025-12-28,new_asphalt,clear,0.1588,0.0795,0.051,0.7505,0.7505
SEG_007,64,2025-12-29,new_asphalt,fog,0.1614,0.0807,0.0518,0.5809,0.5868
SEG_007,65,2025-12-30,new_asphalt,clear,0.1639,0.082,0.0526,0.743,0.7449
SEG_007,66,2025-12-31,new_asphalt,clear,0.1664,0.0833,0.0534,0.739,0.7417
SEG_007,67,2026-01-01,new_asphalt,rain,0.1689,0.0845,0.0543,0.7119,0.7238
SEG_007,68,2026-01-02,new_asphalt,clear,0.1714,0.0858,0.0551,0.7371,0.7374
SEG_007,69,2026-01-03,new_asphalt,fog,0.174,0.087,0.0559,0.585,0.5835
SEG_007,70,2026-01-04,new_asphalt,fog,0.1765,0.0883,0.0567,0.5734,0.5758
SEG_007,71,2026-01-05,new_asphalt,clear,0.179,0.0896,0.0575,0.7353,0.7366
SEG_007,72,2026-01-06,new_asphalt,clear,0.1815,0.0908,0.0583,0.7297,0.7312
SEG_007,73,2026-01-07,new_asphalt,clear,0.184,0.0921,0.0591,0.7245,0.727
SEG_007,74,2026-01-08,new_asphalt,clear,0.1866,0.0934,0.0599,0.7272,0.7273
SEG_007,75,2026-01-09,new_asphalt,clear,0.1891,0.0946,0.0607,0.7218,0.7236
SEG_007,76,2026-01-10,new_asphalt,haze,0.1916,0.0959,0.0615,0.6333,0.6378
SEG_007,77,2026-01-11,new_asphalt,clear,0.1941,0.0971,0.0623,0.7198,0.7218
SEG_007,78,2026-01-12,new_asphalt,clear,0.1967,0.0984,0.0632,0.715,0.7175
SEG_007,79,2026-01-13,new_asphalt,clear,0.1992,0.0997,0.064,0.7189,0.7189
SEG_007,80,2026-01-14,new_asphalt,heavy_rain,0.2017,0.1009,0.0648,0.6568,0.6727
SEG_007,81,2026-01-15,new_asphalt,clear,0.2042,0.1022,0.0656,0.7155,0.7167
SEG_007,82,2026-01-16,new_asphalt,clear,0.2067,0.1034,0.0664,0.712,0.713
SEG_007,83,2026-01-17,new_asphalt,clear,0.2093,0.1047,0.0672,0.7072,0.7099
SEG_007,84,2026-01-18,new_asphalt,fog,0.2118,0.106,0.068,0.5583,0.5617
SEG_007,85,2026-01-19,new_asphalt,clear,0.2143,0.1072,0.0688,0.7047,0.7058
SEG_007,86,2026-01-20,new_asphalt,haze,0.2168,0.1085,0.0696,0.6155,0.6193
